model,op_id,phase,layer,module,op_kind,batch_dims,M,N,K,deps,weight,weight_shape,provenance,notes
models--Systran--faster-whisper-base,17,prefill,1,encoder.layers.1.fc1,linear,,B*T_enc,2048,512,16,encoder.layers.1.fc1.weight,"[2048,512]",config+architecture,
models--Systran--faster-whisper-base,18,prefill,1,encoder.layers.1.fc2,linear,,B*T_enc,512,2048,17,encoder.layers.1.fc2.weight,"[512,2048]",config+architecture,
models--Systran--faster-whisper-base,19,prefill,2,encoder.layers.2.self_attn.q_proj,linear,,B*T_enc,512,512,18,encoder.layers.2.self_attn.q_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,20,prefill,2,encoder.layers.2.self_attn.k_proj,linear,,B*T_enc,512,512,18,encoder.layers.2.self_attn.k_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,21,prefill,2,encoder.layers.2.self_attn.v_proj,linear,,B*T_enc,512,512,18,encoder.layers.2.self_attn.v_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,22,prefill,2,encoder.layers.2.self_attn.qk,batched_matmul,B*heads,T_enc,T_enc,64,19;20,,,config+architecture,
models--Systran--faster-whisper-base,23,prefill,2,encoder.layers.2.self_attn.pv,batched_matmul,B*heads,T_enc,64,T_enc,22;21,,,config+architecture,
models--Systran--faster-whisper-base,24,prefill,2,encoder.layers.2.self_attn.out_proj,linear,,B*T_enc,512,512,23,encoder.layers.2.self_attn.out_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,25,prefill,2,encoder.layers.2.fc1,linear,,B*T_enc,2048,512,24,encoder.layers.2.fc1.weight,"[2048,512]",config+architecture,
models--Systran--faster-whisper-base,26,prefill,2,encoder.layers.2.fc2,linear,,B*T_enc,512,2048,25,encoder.layers.2.fc2.weight,"[512,2048]",config+architecture,
models--Systran--faster-whisper-base,27,prefill,3,encoder.layers.3.self_attn.q_proj,linear,,B*T_enc,512,512,26,encoder.layers.3.self_attn.q_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,28,prefill,3,encoder.layers.3.self_attn.k_proj,linear,,B*T_enc,512,512,26,encoder.layers.3.self_attn.k_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,29,prefill,3,encoder.layers.3.self_attn.v_proj,linear,,B*T_enc,512,512,26,encoder.layers.3.self_attn.v_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,30,prefill,3,encoder.layers.3.self_attn.qk,batched_matmul,B*heads,T_enc,T_enc,64,27;28,,,config+architecture,
models--Systran--faster-whisper-base,31,prefill,3,encoder.layers.3.self_attn.pv,batched_matmul,B*heads,T_enc,64,T_enc,30;29,,,config+architecture,
models--Systran--faster-whisper-base,32,prefill,3,encoder.layers.3.self_attn.out_proj,linear,,B*T_enc,512,512,31,encoder.layers.3.self_attn.out_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,33,prefill,3,encoder.layers.3.fc1,linear,,B*T_enc,2048,512,32,encoder.layers.3.fc1.weight,"[2048,512]",config+architecture,
models--Systran--faster-whisper-base,34,prefill,3,encoder.layers.3.fc2,linear,,B*T_enc,512,2048,33,encoder.layers.3.fc2.weight,"[512,2048]",config+architecture,
models--Systran--faster-whisper-base,35,prefill,4,encoder.layers.4.self_attn.q_proj,linear,,B*T_enc,512,512,34,encoder.layers.4.self_attn.q_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,36,prefill,4,encoder.layers.4.self_attn.k_proj,linear,,B*T_enc,512,512,34,encoder.layers.4.self_attn.k_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,37,prefill,4,encoder.layers.4.self_attn.v_proj,linear,,B*T_enc,512,512,34,encoder.layers.4.self_attn.v_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,38,prefill,4,encoder.layers.4.self_attn.qk,batched_matmul,B*heads,T_enc,T_enc,64,35;36,,,config+architecture,
models--Systran--faster-whisper-base,39,prefill,4,encoder.layers.4.self_attn.pv,batched_matmul,B*heads,T_enc,64,T_enc,38;37,,,config+architecture,
models--Systran--faster-whisper-base,40,prefill,4,encoder.layers.4.self_attn.out_proj,linear,,B*T_enc,512,512,39,encoder.layers.4.self_attn.out_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,41,prefill,4,encoder.layers.4.fc1,linear,,B*T_enc,2048,512,40,encoder.layers.4.fc1.weight,"[2048,512]",config+architecture,
models--Systran--faster-whisper-base,42,prefill,4,encoder.layers.4.fc2,linear,,B*T_enc,512,2048,41,encoder.layers.4.fc2.weight,"[512,2048]",config+architecture,
models--Systran--faster-whisper-base,43,prefill,5,encoder.layers.5.self_attn.q_proj,linear,,B*T_enc,512,512,42,encoder.layers.5.self_attn.q_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,44,prefill,5,encoder.layers.5.self_attn.k_proj,linear,,B*T_enc,512,512,42,encoder.layers.5.self_attn.k_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,45,prefill,5,encoder.layers.5.self_attn.v_proj,linear,,B*T_enc,512,512,42,encoder.layers.5.self_attn.v_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,46,prefill,5,encoder.layers.5.self_attn.qk,batched_matmul,B*heads,T_enc,T_enc,64,43;44,,,config+architecture,
models--Systran--faster-whisper-base,47,prefill,5,encoder.layers.5.self_attn.pv,batched_matmul,B*heads,T_enc,64,T_enc,46;45,,,config+architecture,
models--Systran--faster-whisper-base,48,prefill,5,encoder.layers.5.self_attn.out_proj,linear,,B*T_enc,512,512,47,encoder.layers.5.self_attn.out_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,49,prefill,5,encoder.layers.5.fc1,linear,,B*T_enc,2048,512,48,encoder.layers.5.fc1.weight,"[2048,512]",config+architecture,
models--Systran--faster-whisper-base,50,prefill,5,encoder.layers.5.fc2,linear,,B*T_enc,512,2048,49,encoder.layers.5.fc2.weight,"[512,2048]",config+architecture,
models--Systran--faster-whisper-base,51,prefill,0,decoder.layers.0.self_attn.q_proj,linear,,B*T_dec,512,512,,decoder.layers.0.self_attn.q_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,52,prefill,0,decoder.layers.0.self_attn.k_proj,linear,,B*T_dec,512,512,,decoder.layers.0.self_attn.k_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,53,prefill,0,decoder.layers.0.self_attn.v_proj,linear,,B*T_dec,512,512,,decoder.layers.0.self_attn.v_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,54,prefill,0,decoder.layers.0.self_attn.qk,batched_matmul,B*heads,T_dec,T_dec,64,51;52,,,config+architecture,decode uses existing self-attention KV cache
models--Systran--faster-whisper-base,55,prefill,0,decoder.layers.0.self_attn.pv,batched_matmul,B*heads,T_dec,64,T_dec,54;53,,,config+architecture,
models--Systran--faster-whisper-base,56,prefill,0,decoder.layers.0.self_attn.out_proj,linear,,B*T_dec,512,512,55,decoder.layers.0.self_attn.out_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,57,prefill,0,decoder.layers.0.encoder_attn.q_proj,linear,,B*T_dec,512,512,56,decoder.layers.0.encoder_attn.q_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,58,prefill,0,decoder.layers.0.encoder_attn.k_proj,linear,,B*T_enc,512,512,50,decoder.layers.0.encoder_attn.k_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,59,prefill,0,decoder.layers.0.encoder_attn.v_proj,linear,,B*T_enc,512,512,50,decoder.layers.0.encoder_attn.v_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,60,prefill,0,decoder.layers.0.encoder_attn.qk,batched_matmul,B*heads,T_dec,T_enc,64,57;58,,,config+architecture,cross-attention K is cached during decode step
models--Systran--faster-whisper-base,61,prefill,0,decoder.layers.0.encoder_attn.pv,batched_matmul,B*heads,T_dec,64,T_enc,60;59,,,config+architecture,cross-attention V is cached during decode step
models--Systran--faster-whisper-base,62,prefill,0,decoder.layers.0.encoder_attn.out_proj,linear,,B*T_dec,512,512,61,decoder.layers.0.encoder_attn.out_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,63,prefill,0,decoder.layers.0.fc1,linear,,B*T_dec,2048,512,62,decoder.layers.0.fc1.weight,"[2048,512]",config+architecture,
models--Systran--faster-whisper-base,64,prefill,0,decoder.layers.0.fc2,linear,,B*T_dec,512,2048,63,decoder.layers.0.fc2.weight,"[512,2048]",config+architecture,
models--Systran--faster-whisper-base,65,prefill,1,decoder.layers.1.self_attn.q_proj,linear,,B*T_dec,512,512,64,decoder.layers.1.self_attn.q_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,66,prefill,1,decoder.layers.1.self_attn.k_proj,linear,,B*T_dec,512,512,64,decoder.layers.1.self_attn.k_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,67,prefill,1,decoder.layers.1.self_attn.v_proj,linear,,B*T_dec,512,512,64,decoder.layers.1.self_attn.v_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,68,prefill,1,decoder.layers.1.self_attn.qk,batched_matmul,B*heads,T_dec,T_dec,64,65;66,,,config+architecture,decode uses existing self-attention KV cache
models--Systran--faster-whisper-base,69,prefill,1,decoder.layers.1.self_attn.pv,batched_matmul,B*heads,T_dec,64,T_dec,68;67,,,config+architecture,
models--Systran--faster-whisper-base,70,prefill,1,decoder.layers.1.self_attn.out_proj,linear,,B*T_dec,512,512,69,decoder.layers.1.self_attn.out_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,71,prefill,1,decoder.layers.1.encoder_attn.q_proj,linear,,B*T_dec,512,512,70,decoder.layers.1.encoder_attn.q_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,72,prefill,1,decoder.layers.1.encoder_attn.k_proj,linear,,B*T_enc,512,512,50,decoder.layers.1.encoder_attn.k_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,73,prefill,1,decoder.layers.1.encoder_attn.v_proj,linear,,B*T_enc,512,512,50,decoder.layers.1.encoder_attn.v_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,74,prefill,1,decoder.layers.1.encoder_attn.qk,batched_matmul,B*heads,T_dec,T_enc,64,71;72,,,config+architecture,cross-attention K is cached during decode step
models--Systran--faster-whisper-base,75,prefill,1,decoder.layers.1.encoder_attn.pv,batched_matmul,B*heads,T_dec,64,T_enc,74;73,,,config+architecture,cross-attention V is cached during decode step
models--Systran--faster-whisper-base,76,prefill,1,decoder.layers.1.encoder_attn.out_proj,linear,,B*T_dec,512,512,75,decoder.layers.1.encoder_attn.out_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,77,prefill,1,decoder.layers.1.fc1,linear,,B*T_dec,2048,512,76,decoder.layers.1.fc1.weight,"[2048,512]",config+architecture,
models--Systran--faster-whisper-base,78,prefill,1,decoder.layers.1.fc2,linear,,B*T_dec,512,2048,77,decoder.layers.1.fc2.weight,"[512,2048]",config+architecture,
models--Systran--faster-whisper-base,79,prefill,2,decoder.layers.2.self_attn.q_proj,linear,,B*T_dec,512,512,78,decoder.layers.2.self_attn.q_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,80,prefill,2,decoder.layers.2.self_attn.k_proj,linear,,B*T_dec,512,512,78,decoder.layers.2.self_attn.k_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,81,prefill,2,decoder.layers.2.self_attn.v_proj,linear,,B*T_dec,512,512,78,decoder.layers.2.self_attn.v_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,82,prefill,2,decoder.layers.2.self_attn.qk,batched_matmul,B*heads,T_dec,T_dec,64,79;80,,,config+architecture,decode uses existing self-attention KV cache
models--Systran--faster-whisper-base,83,prefill,2,decoder.layers.2.self_attn.pv,batched_matmul,B*heads,T_dec,64,T_dec,82;81,,,config+architecture,
models--Systran--faster-whisper-base,84,prefill,2,decoder.layers.2.self_attn.out_proj,linear,,B*T_dec,512,512,83,decoder.layers.2.self_attn.out_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,85,prefill,2,decoder.layers.2.encoder_attn.q_proj,linear,,B*T_dec,512,512,84,decoder.layers.2.encoder_attn.q_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,86,prefill,2,decoder.layers.2.encoder_attn.k_proj,linear,,B*T_enc,512,512,50,decoder.layers.2.encoder_attn.k_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,87,prefill,2,decoder.layers.2.encoder_attn.v_proj,linear,,B*T_enc,512,512,50,decoder.layers.2.encoder_attn.v_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,88,prefill,2,decoder.layers.2.encoder_attn.qk,batched_matmul,B*heads,T_dec,T_enc,64,85;86,,,config+architecture,cross-attention K is cached during decode step
models--Systran--faster-whisper-base,89,prefill,2,decoder.layers.2.encoder_attn.pv,batched_matmul,B*heads,T_dec,64,T_enc,88;87,,,config+architecture,cross-attention V is cached during decode step
models--Systran--faster-whisper-base,90,prefill,2,decoder.layers.2.encoder_attn.out_proj,linear,,B*T_dec,512,512,89,decoder.layers.2.encoder_attn.out_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,91,prefill,2,decoder.layers.2.fc1,linear,,B*T_dec,2048,512,90,decoder.layers.2.fc1.weight,"[2048,512]",config+architecture,
models--Systran--faster-whisper-base,92,prefill,2,decoder.layers.2.fc2,linear,,B*T_dec,512,2048,91,decoder.layers.2.fc2.weight,"[512,2048]",config+architecture,
models--Systran--faster-whisper-base,93,prefill,3,decoder.layers.3.self_attn.q_proj,linear,,B*T_dec,512,512,92,decoder.layers.3.self_attn.q_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,94,prefill,3,decoder.layers.3.self_attn.k_proj,linear,,B*T_dec,512,512,92,decoder.layers.3.self_attn.k_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,95,prefill,3,decoder.layers.3.self_attn.v_proj,linear,,B*T_dec,512,512,92,decoder.layers.3.self_attn.v_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,96,prefill,3,decoder.layers.3.self_attn.qk,batched_matmul,B*heads,T_dec,T_dec,64,93;94,,,config+architecture,decode uses existing self-attention KV cache
models--Systran--faster-whisper-base,97,prefill,3,decoder.layers.3.self_attn.pv,batched_matmul,B*heads,T_dec,64,T_dec,96;95,,,config+architecture,
models--Systran--faster-whisper-base,98,prefill,3,decoder.layers.3.self_attn.out_proj,linear,,B*T_dec,512,512,97,decoder.layers.3.self_attn.out_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,99,prefill,3,decoder.layers.3.encoder_attn.q_proj,linear,,B*T_dec,512,512,98,decoder.layers.3.encoder_attn.q_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,100,prefill,3,decoder.layers.3.encoder_attn.k_proj,linear,,B*T_enc,512,512,50,decoder.layers.3.encoder_attn.k_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,101,prefill,3,decoder.layers.3.encoder_attn.v_proj,linear,,B*T_enc,512,512,50,decoder.layers.3.encoder_attn.v_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,102,prefill,3,decoder.layers.3.encoder_attn.qk,batched_matmul,B*heads,T_dec,T_enc,64,99;100,,,config+architecture,cross-attention K is cached during decode step
models--Systran--faster-whisper-base,103,prefill,3,decoder.layers.3.encoder_attn.pv,batched_matmul,B*heads,T_dec,64,T_enc,102;101,,,config+architecture,cross-attention V is cached during decode step
models--Systran--faster-whisper-base,104,prefill,3,decoder.layers.3.encoder_attn.out_proj,linear,,B*T_dec,512,512,103,decoder.layers.3.encoder_attn.out_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,105,prefill,3,decoder.layers.3.fc1,linear,,B*T_dec,2048,512,104,decoder.layers.3.fc1.weight,"[2048,512]",config+architecture,
models--Systran--faster-whisper-base,106,prefill,3,decoder.layers.3.fc2,linear,,B*T_dec,512,2048,105,decoder.layers.3.fc2.weight,"[512,2048]",config+architecture,
models--Systran--faster-whisper-base,107,prefill,4,decoder.layers.4.self_attn.q_proj,linear,,B*T_dec,512,512,106,decoder.layers.4.self_attn.q_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,108,prefill,4,decoder.layers.4.self_attn.k_proj,linear,,B*T_dec,512,512,106,decoder.layers.4.self_attn.k_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,109,prefill,4,decoder.layers.4.self_attn.v_proj,linear,,B*T_dec,512,512,106,decoder.layers.4.self_attn.v_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,110,prefill,4,decoder.layers.4.self_attn.qk,batched_matmul,B*heads,T_dec,T_dec,64,107;108,,,config+architecture,decode uses existing self-attention KV cache
models--Systran--faster-whisper-base,111,prefill,4,decoder.layers.4.self_attn.pv,batched_matmul,B*heads,T_dec,64,T_dec,110;109,,,config+architecture,
models--Systran--faster-whisper-base,112,prefill,4,decoder.layers.4.self_attn.out_proj,linear,,B*T_dec,512,512,111,decoder.layers.4.self_attn.out_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,113,prefill,4,decoder.layers.4.encoder_attn.q_proj,linear,,B*T_dec,512,512,112,decoder.layers.4.encoder_attn.q_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,114,prefill,4,decoder.layers.4.encoder_attn.k_proj,linear,,B*T_enc,512,512,50,decoder.layers.4.encoder_attn.k_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,115,prefill,4,decoder.layers.4.encoder_attn.v_proj,linear,,B*T_enc,512,512,50,decoder.layers.4.encoder_attn.v_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,116,prefill,4,decoder.layers.4.encoder_attn.qk,batched_matmul,B*heads,T_dec,T_enc,64,113;114,,,config+architecture,cross-attention K is cached during decode step
models--Systran--faster-whisper-base,117,prefill,4,decoder.layers.4.encoder_attn.pv,batched_matmul,B*heads,T_dec,64,T_enc,116;115,,,config+architecture,cross-attention V is cached during decode step
models--Systran--faster-whisper-base,118,prefill,4,decoder.layers.4.encoder_attn.out_proj,linear,,B*T_dec,512,512,117,decoder.layers.4.encoder_attn.out_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,119,prefill,4,decoder.layers.4.fc1,linear,,B*T_dec,2048,512,118,decoder.layers.4.fc1.weight,"[2048,512]",config+architecture,
models--Systran--faster-whisper-base,120,prefill,4,decoder.layers.4.fc2,linear,,B*T_dec,512,2048,119,decoder.layers.4.fc2.weight,"[512,2048]",config+architecture,
models--Systran--faster-whisper-base,121,prefill,5,decoder.layers.5.self_attn.q_proj,linear,,B*T_dec,512,512,120,decoder.layers.5.self_attn.q_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,122,prefill,5,decoder.layers.5.self_attn.k_proj,linear,,B*T_dec,512,512,120,decoder.layers.5.self_attn.k_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,123,prefill,5,decoder.layers.5.self_attn.v_proj,linear,,B*T_dec,512,512,120,decoder.layers.5.self_attn.v_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,124,prefill,5,decoder.layers.5.self_attn.qk,batched_matmul,B*heads,T_dec,T_dec,64,121;122,,,config+architecture,decode uses existing self-attention KV cache
models--Systran--faster-whisper-base,125,prefill,5,decoder.layers.5.self_attn.pv,batched_matmul,B*heads,T_dec,64,T_dec,124;123,,,config+architecture,
models--Systran--faster-whisper-base,126,prefill,5,decoder.layers.5.self_attn.out_proj,linear,,B*T_dec,512,512,125,decoder.layers.5.self_attn.out_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,127,prefill,5,decoder.layers.5.encoder_attn.q_proj,linear,,B*T_dec,512,512,126,decoder.layers.5.encoder_attn.q_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,128,prefill,5,decoder.layers.5.encoder_attn.k_proj,linear,,B*T_enc,512,512,50,decoder.layers.5.encoder_attn.k_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,129,prefill,5,decoder.layers.5.encoder_attn.v_proj,linear,,B*T_enc,512,512,50,decoder.layers.5.encoder_attn.v_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,130,prefill,5,decoder.layers.5.encoder_attn.qk,batched_matmul,B*heads,T_dec,T_enc,64,127;128,,,config+architecture,cross-attention K is cached during decode step
models--Systran--faster-whisper-base,131,prefill,5,decoder.layers.5.encoder_attn.pv,batched_matmul,B*heads,T_dec,64,T_enc,130;129,,,config+architecture,cross-attention V is cached during decode step
models--Systran--faster-whisper-base,132,prefill,5,decoder.layers.5.encoder_attn.out_proj,linear,,B*T_dec,512,512,131,decoder.layers.5.encoder_attn.out_proj.weight,"[512,512]",config+architecture,
models--Systran--faster-whisper-base,133,prefill,5,decoder.layers.5.fc1,linear,,B*T_dec,2048,512,132,decoder.layers.5.fc1.weight,"[2048,512]",config+architecture,
models--Systran--faster-whisper-base,134,prefill,5,decoder.layers.5.fc2,linear,,B*T_dec,512,2048,133,decoder.layers.5.fc2.weight,"[512,2048]",config+architecture,
models--Systran--faster-whisper-base,135,prefill,output,proj_out,linear,,B*T_dec,51865,512,134,proj_out.weight/tied decoder embed_tokens,"[51865,512]",config+architecture,
